A Republican strategy to counter the re-election of Obama 	Una estrategia republicana para obstaculizar la reelección de Obama
Fabrizio has lived with the human immunodeficiency virus (HIV) for 22 years, hard to imagine in the early '90s, when there were many questions, few treatment options and a great deal of stigma.	Fabrizio vive con el virus de la inmunodeficiencia humana (VIH) desde hace 22 años, algo difícil de imaginar a principios de los 90, cuando había muchas dudas, pocas opciones de tratamiento y más estigma.
Then, even the director of an IMSS [Mexican Social Security Institute] clinic refused to discharge him "because he had a cut."	Entonces, hasta el director de una clínica del IMSS evitó despedirse de él "porque traía una cortada".
At that time, having Aids was synonymous with death.	Entonces, tener sida era sinónimo de muerte.
Now it is possible to survive the syndrome and do so with quality of life.	Ahora es posible sobrevivir a este síndrome y hacerlo con calidad de vida.
However, many people are still unaware of their illness, and only seek help when the virus has already caused havoc, "exhausted" their immune systems and they are suffering from opportunistic infections.	Sin embargo, ignorantes de su enfermedad, aún muchas personas llegan cuando el virus ya ha causado estragos, "agotado" su sistema inmunológico y son víctimas de infecciones oportunistas.
31 years after of the onset of AIDS around the world, at least since the first reported cases, "the great achievement at this time is that the life expectancy of patients starting treatment in good time and the life expectancy of the general population is exactly equal" stated the head of the CHG HIV Unit, Jaime Andrade Villanueva, saying that this information was endorsed in April this year in a prestigious scientific journal.	A 31 años de la aparición del sida en el mundo, al menos de los primeros casos reportados, "el gran logro significa en este momento que la sobrevida de un paciente que inicia tratamiento en forma oportuna y la sobrevida de la población general, es exactamente igual", indicó el jefe de la Unidad de VIH del HCG, Jaime Andrade Villanueva, tras referir que esta información fue avalada en abril de este año en una publicación científica prestigiada.
Infectious disease specialist and expert in HIV/AIDS, Andrade Villanueva said that since 2008 scientists had concluded that AIDS was not a death sentence, but that life expectancy and quality of life depend on the degree of damage to the immune system that patients present when they are diagnosed, with a higher life expectancy for non-drug users: up to 30 years for patients with a 200 CD4 count and 50 years for those reporting a 500 CD4 count.	Infectólogo y experto en VIH/sida, Andrade Villanueva comentó que desde el año 2008, los científicos habían concluido que el sida no era una sentencia fatal, pero los años de sobrevivencia y la calidad de vida dependen del grado de afectación al sistema inmunológico que presentan los pacientes al iniciar el diagnóstico, con mejor expectativa para quienes no son usuarios de drogas: de hasta 30 años con un conteo de 200 CD4 y de 50 años, cuando reportan 500 CD4.
In simple terms, this means that anyone diagnosed HIV positive at 25 years old, under these terms and "as long as they keep it under control, can live with no problems to 75" said the interviewee.	En palabras simples, lo anterior significa que quien recibe el diagnóstico de VIH positivo a los 25 años de edad, bajo estos términos "mientras se mantenga en control podrá vivir sin problemas hasta los 75 años", explicó el entrevistado.
To gauge this progress, it should be remembered that the average life expectancy of Mexicans today is 76 years.	Para dimensionar este avance, cabe recordar que la esperanza de vida de los mexicanos hoy es de 76 años en promedio.
Although mortality has dropped significantly in recent years and, in the case of Mexico, the number of people dying of AIDS has fallen from 6,678 in 2007 to 4,862 in 2011 (UNAIDS annual report), it is also true that since the advent of AIDS, 60 per cent of patients in the national database have died.	Si bien la mortalidad ha bajado significativamente en los últimos años, en el caso de México, el número de personas que mueren de sida bajó de 6,678 casos en 2007 a 4,862 en 2011 (reporte anual de ONUSIDA), también es cierto que desde la aparición del sida, 60 por ciento de los pacientes en la base de datos nacional han fallecido.
In Jalisco alone, only 255 people died in 2011, and there have been 187 deaths up to May of this year; however, we are assured that there has been universal access to antiretroviral drugs since 2005.	Sólo en Jalisco 255 personas fallecieron en 2011, y van 187 muertes hasta mayo de este año; no obstante se asegura que hay acceso universal a los fármacos antirretrovirales desde 2005.
 - Why are do still deaths occur?	 - ¿Por qué sigue habiendo muertes?
 - I think the problem is not to do with access to treatment.	 - A mí me parece que el problema no es de acceso a tratamiento.
That's how I view it, and that's how it's been at our hospital.	Así lo visualizo, así nos ha sucedido en nuestro hospital.
For at least the last 12 years we've had no shortage of medicine, the problem is that patients arrive in an advanced state of illness because they are unaware of their HIV status, that is to say, the later stages of the disease.	Al menos en los últimos 12 años no hemos tenido desabasto de medicamento el problema es que los pacientes llegan muy avanzados porque desconocen su estado de infección, o sea, en etapas tardías de la enfermedad.
He gave a compelling statistic: "Nine out of ten patients arrive when they already have an opportunistic infection, so what needs to be done to have a greater impact on overall mortality is to make earlier diagnoses and, therefore, offer mass detection tests for everyone who needs them. "	Dio un dato contundente: "Nueve de cada diez pacientes llegan cuando ya presentan alguna infección oportunista lo que se tiene que hacer para tener un mayor impacto sobre la mortalidad global, es hacer diagnósticos más tempranos y, por lo tanto, se tienen que ofrecer pruebas de detección de manera masiva, a todas las personas que lo requieran".
