28-Year-Old Chef Found Dead at San Francisco Mall	28 Yaşındaki Aşçı San Francisco Alışveriş Merkezinde Ölü Bulundu
It was decided to seize all the assets of Fethullah Gülen, Ömer Ekinci, Kemal Elibal, and Cemal Soncu who are escapees and were put on trial in the 2nd Heavy Penal Court in Adana with the claim of providing income to the Fetullah Terrorist Organization/Parallel State Organization by committing zoning corruption.	ADANA'da Fethullahçı Terör Örgütü/Paralel Devlet Yapılanması'na (FETÖ/PDY) imar yolsuzluğu yaparak kazanç sağladıkları iddiasıyla 2'inci Ağır Ceza Mahkemesi'nde yargılanan ve firari olan Fethullah Gülen, Ömer Ekinci, Kemal Elibal ve Cemal Soncu'nun tüm malvarlıklarına el konulmasına karar verildi.
In a report to the Adana Police Department on May 15, 2015, it was claimed that the Metropolitan Deputy Mayor, Zihni Aldırmaz, and his management team provided unearned income to the Cemaat in an amount of up to 150 million lira by converting the land of Kanuni University, which is known for its closeness to the Gülen community, into a housing zone by committing zoning corruption and forgery on planning in 2012, despite the decision of the council.	Adana Emniyet Müdürlüğü'ne 15 Mayıs 2015'te yapılan bir ihbarla, 2012'de Büyükşehir Belediye Başkan Vekili Zihni Aldırmaz ve yönetiminin imar yolsuzluğu ve plan sahteciliği yaparak Gülen cemaatine yakınlığı ile bilinen Kanuni Üniversitesi'ne ait arazinin meclis kararı olmamasına rağmen konut alanına çevrilerek, cemaate 150 milyon liraya ulaşacak miktarda rant kazandırdığı iddia edildi.
As a result of the investigation that was started upon the report, Zihni Aldırmaz, Ferat Yüksel, Mustafa Vural, Hasan Uzun and Muammer Çalışkan, the former President of Adana Chamber of Commerce, were arrested.	İhbar üzerine başlatılan soruşturma sonucu Zihni Aldırmaz, Ferat Yüksel, Mustafa Vural, Hasan Uzun ve Adana Ticaret Borsası eski Başkanı Muammer Çalışkan tutuklandı.
A lawsuit was opened in Adana 2nd Heavy Penal Court with the request for a jail sentence of between 5-35 years for 17 defendants, 5 of whom were arrested, including Fethullah Gülen and the former Adana Metropolitan Deputy Mayor Zihni Aldırmaz.	Fethullah Gülen ve eski Adana Büyükşehir Belediye Başkanı Vekili Zihni Aldırmaz'ın da aralarında bulunduğu 5'i tutuklu 17 sanık hakkında 5-35 yıl arasında değişen hapis cezaları istemiyle 2'nci Ağır Ceza Mahkemesi'ne dava açıldı.
While none of the defendants accepted the accusations, all the arrested defendants were released with judicial control and an international travel ban in the latest hearing of the lawsuit.	Tüm sanıklar suçlamaları kabul etmezken davanın son celsesinde tüm tutukla sanıklar adli kontrol ve yurt dışı yasağıyla tahliye edildi.
THEIR ASSETS WERE SEIZED	MAL VARLIKLARINA EL KONULDU
The court issued a warrant for the arrest of the fugitive, Fethullah Gülen, the number one defendant in the case and Ömer Ekinci, Kemal Elibal and Cemal Soncu.	Mahkeme heyeti, davanın bir numaralı sanığı Fethullah Gülen ile birlikte firari olan Ömer Ekinci, Kemal Elibal ve Cemal Soncu hakkında, tutuklamaya yönelik yakalama kararı çıkardı.
However, the court agreed to perform fugitive proceedings against the 4 fugitive defendants that have not been caught or brought to trial.	Ancak yakalanmayan ve duruşmalara gelmeyen firari 4 sanık için mahkeme kaçak işlemlerinin yapılması kararlaştırdı.
Then the High Criminal Court decided, in accordance with article 278/1 of the Law of Criminal Procedures (CMK), on the seizure of all assets of Fetullah Gülen, Ömer Ekinci, Kemal Elibal and Cemal Soncu, who are abroad in order to ensure that the suit against them remains inconclusive and who have become fugitives as they are not reachable.	Bunun üzerine mahkeme heyeti, haklarındaki davanın sonuçsuz kalmasını sağlamak amacıyla yabancı ülkede bulunan ve bu nedenle kendisine ulaşamadığı için kaçak duruma düşen Fethullah Gülen, Ömer Ekinci, Kemal Elibal ve Cemal Soncu'nun Ceza Muhakemeleri Kanunu'nun (CMK) 278/1 maddesi gereğince tüm malvarlıklarına el koyulması kararı verdi.
With this decision of the court, real estate, land, sea and air transportation means, all kinds of rights and assets, securities, shares of the companies in which they are shareholders, safety deposit boxes, capital holdings and bank accounts were suspended.	Mahkemenin bu kararıyla birlikte firari sanıklara ait Türkiye'deki taşınmazlar, kara-deniz ve hava ulaşım araçları, her türlü hak ve alacaklar, kıymetli evrak, ortağı bulunduğu şirket payları, kiralık kasa mevcutları ve banka hesapları dondurulmuş oldu.
MLKP member Arslan, who was caught with a hijab, was arrested	Türbanla yakalanan MLKP üyesi Arslan tutuklandı
Caught by police teams while trying to escape from the rear door of the restaurant where she ate a meal in AKSARAY, the terrorist organization MLKP member, Serpil Arslan, was arrested by the court to which she was brought after her interrogation in Adana.	AKSARAY'da yemek yediği lokantanın arka kapısından kaçmak isterken polis ekiplerince yakalanan, terör örgütü MLKP üyesi Serpil Arslan, Adana'daki sorgusunun ardından çıkartıldığı mahkemece tutuklandı.
Wearing a hijab in order not to be recognized, Arslan entered the court shouting slogans.	Tanınmamak türban takan Arslan, adliyeye slogan atarak gitti.
The teams under the Struggle against Terrorism and Intelligence Division of the Adana Police Department determined that Serpil Arslan, about whom there were 3 separate arrest warrants for the crime of being a terrorist organization member, went to Aksaray.	Adana Emniyet Müdürlüğü'ne bağlı Terörle Mücadele ve İstihbarat Şube müdürlüklerine bağlı ekipler, terör örgütü üyeliği suçundan hakkında 3 ayrı yakalama kararı bulunan Serpil Arslan'ın, Aksaray'a gittiğini belirledi.
Contacting the Aksaray Police Department, Adana police gave the instruction to catch Serpil Arslan.	Aksaray Emniyet Müdürlüğü ile temasa geçen Adana polisi, Serpil Arslan'ın yakalanması için talimat verdi.
Taking action upon the instruction, Aksaray police determined that Serpil Arslan, who wore a hijab in order not to be recognized, was eating a meal in the restaurant.	Talimat üzerine harekete geçen Aksaray polisi, tanınmamak için türban takan Serpil Arslan'ın bir lokantada yemek yediğini tespit etti.
While the teams entered the restaurant, Arslan, realizing that the police officers had come, went towards the rear door and tried to escape.	Ekipler lokantaya girerken, polisin geldiğini fark eden Arslan, arka kapıya yönelip kaçmak istedi.
Exiting the rear door, Serpil Arslan was caught by the Struggle against Terrorism Division of the Aksaray Police Department.	Arka kapıdan dışarı çıkan Serpil Arslan, Aksaray Emniyet Müdürlüğü'nün TEM Şube ekiplerince yakalandı.
After her interrogation in the Adana Police Department, Serpil Arslan was sent to the court.	Adana Emniyet Müdürlüğü'ndeki sorgusunun ardından Serpil Arslan adliyeye sevk edildi.
Brought to the Forensic Science Unit for a health check, Serpil Arslan tried to shout a slogan.	Sağlık kontrolü için Adli Tıp Birimi'ne getirilen Serpil Arslan, slogan atmak istedi.
Shutting the mouth of Arslan, a female police officer tried to prevent her from shouting a slogan.	Arslan'ın ağzını kapatan kadın polis slogan atmasına engel olmaya çalıştı.
Brought to the court, Arslan was arrested and sent to the jail.	Adliyeye çıkartılan Arslan, tutuklanarak cezaevine gönderildi.
24 people, 12 of whom are judges and prosecutors, are under detention in Antalya	Antalya'da 12'si hakim ve savcı 24 kişi gözaltında
24 people including 12 judges and prosecutors were detained within the FETO/PDY investigation in ANTALYA.	ANTALYA'da FETÖ/PDY soruşturması kapsamında 12 hakim ve savcının da aralarında bulunduğu 24 kişi gözaltına alındı.
The Antalya Police Department Struggle against Smuggling and Organized Crime Division squads detained 12 of 15 judges and prosecutors, for whom detention warrants were issued.	Antalya Emniyet Müdürlüğü Kaçakçılık ve Organize Suçlarla Mücadele Şubesi ekipleri, haklarında gözaltı kararı çıkarılan 15 hakim ve savcıdan 12'sini gözaltına aldı.
Works are continuing to arrest another 3 judges and prosecutors.	Diğer 3 hakim ve savcının yakalanması için çalışmalar sürüyor.
Akseki Public Prosecutor, Hasan Şahin Sarıoğlu, is among those who were detained.	Gözaltına alınanlar arasında Akseki Cumhuriyet Savcısı Hasan Şahin Sarıoğlu da yer alıyor.
12 of 24 people, for whom arrest warrants were issued, were detained in the Kumluca District within the scope of the investigation.	Soruşturma kapsamında Kumluca İlçesi'nde ise hakkında yakalama kararı çıkarılan 24 kişiden 12'si gözaltına alındı.
It was announced that the detained suspects are businessmen and the teachers who were working in the closed schools of FETO.	Gözaltına alınan şüphelilerin iş adamı ve FETÖ'nün kapatılan okullarında görev yapan öğretmenler olduğu açıklandı.
Works are continuing to arrest another 12 people within the scope of the investigation.	Soruşturma kapsamında diğer 12 kişinin yakalanması için çalışmalarını sürdürüyor.
Gülen's nephew was arrested in Erzurum	Erzurum'da Gülen'in yeğeni tutuklandı
Detained by police in ERZURUM, Fethullah Terrorist Organization (FETO) ringleader, Fetullah Gülen's nephew Abdullah Korucuk was arrested.	ERZURUM'da polis tarafından gözaltına alınan Fethullahçı Terör Örgütü (FETÖ) elebaşı Fetullah Gülen'in yeğeni Abdullah Korucuk tutuklandı.
Detained in the operation organized by the Police Department Struggle against Terrorism Division on August 9 within the scope of the coup attempt investigation, Fethullah Gülen's nephew Abdullah Korucuk was sent to the court after the completion of his statement yesterday evening.	Emniyet Müdürlüğü Terörle Mücadele Şube Müdürlüğü ekiplerinin 9 Ağustos günü düzenlediği operasyonda darbe girişimi soruşturması kapsamında gözaltına alınan Fethullah Gülen'in yeğeni Abdullah Korucuk ifadesinin tamamlanması ardından dün akşam saatlerinde adliyeye sevk edildi.
The son of Fethullah Gülen's sister and owner of a private foreign language school, Abdullah Korucuk was sent to the Criminal Court of Peace with the request of arrest after his interrogation in the prosecutor's office.	Fethullah Gülen'in kız kardeşinin oğlu ve özel bir yabancı dil okulunun sahibi olan Abdullah Korucuk, savcılıktaki sorgusunun ardından tutuklanma talebi ile Sulh Ceza Hakimliği'ne sevk edildi.
The court arrested Abdullah Korucuk with the accusation of being a "FETO terrorist organization member" and sent him to the jail.	Mahkeme, Abdullah Korucuk'u, 'FETÖ terör örgütü üyesi' suçlamasıyla tutuklayarak cezaevine gönderdi.
1 police officer is a martyr, 2 PKK members were killed	1 polis şehit, 2 PKK'lı öldürüldü
Conflict in Nusaybin: 1 police officer is a martyr, 2 PKK members were killed	Nusaybin'de çatışma: 1 polis şehit, 2 PKK'lı öldürüldü
