Breaking news: Our Cosmic Visitor Huge Asteroid 2014 JO25	Son dakika: Kozmik Ziyaretçimiz Dev Asteroit 2014 JO25
President Donald Trump, Vice President Mike Pence and senior White House officials toured manufacturing products from all 50 states.	Başkan Donald Trump, Başkan Yardımcısı Mike Pence ve kıdemli Beyaz Saray memurları 50 eyaletin tümünde üretilen ürünleri gezdi.
The Connecticut-made helicopter was displayed alongside a yacht from Maine, a fire truck from Wisconsin, and a forklift from Mississippi.	Connecticut'ta yapılan helikopter, Main'den bir yat, Wisconsin'den bir itfaiye kamyonu ve Mississipi'den bir forkliftle yan yana sergilendi.
The White House Military Office requested the helicopter's presence in a fragmentary order, or FRAGO, barely 36 hours before the helicopter landed on the South Lawn for the "unusual" event, according to the records of Marine Helicopter Squadron One (HMX-1), the unit responsible for operating the helicopter.	Helikopteri işleten sorumlu birim Marine Helicopter Squadron One'ın (HMX-1) kayıtlarına göre; Beyaz Saray Harp Dairesi, helikopterin mevcudiyetini münferit bir emirle (FRAGO da deniyor) helikopter "olağandışı" organizasyon için güney çimlerine inmeden sadece 36 saat önce talep etti.
"I just wanted you to make sure you were aware because it's such an unusual high visibility event," the commander of HMX-1 emailed his superior, the Marine Deputy Commandant for Aviation, the day before the event.	HMX-1'in komutanı, üstü olan Deniz Piyadesi Havacılık Komutan Vekili'ne organizasyondan bir gün önce, "Sadece farkında olduğunuzdan emin olmak istedim çünkü bu olağandışı yüksek görünürlüklü bir organizasyon." yazan bir e-mail gönderdi.
The message indicated the helicopter would arrive on the South Lawn at approximately 7 a.m. on July 17 for the 3 p.m. event, and remain until the lawn was cleared between 6 p.m. and 9 p.m. that evening.	Mesaj, helikopterin güney çimine 17 Temmuz sabahı 7 civarında öğleden sonra 3'teki organizasyon için geleceğini ve orada çim akşam 6 ila 9 arası temizlenene kadar kalacağını belirtiyordu.
The note adds that should the departure from the White House be delayed, a second aircrew would be needed for the return flight due to duty-hour restrictions.	Not, Beyaz Saray'dan çıkış gecikirse, görev saati sınırlamalarından dolayı dönüş uçuşu için ikinci bir uçuş ekibi gerekeceğini ekliyordu.
The original flight crew was with the helicopter during the event, while unit security personnel remained with the aircraft while it was the ground.	Birim güvenlik personeli hava taşıtı yerdeyken içerisinde dururken, orijinal uçuş mürettebatı organizasyon sırasında helikopterdeydi.
It was not clear from records provided to TIME whether a second flight crew was ultimately required.	TIME'a temin edilen kayıtlardan ikinci bir uçuş mürettebatının sonuçta gerekli olup olmadığı belli olmuyor.
The Hatch Act prohibits federal employees from using government property for political purposes.	Hatch Kanunu federal çalışanların devlet malını siyasi amaçlarla kullanmasını yasaklıyor.
Records indicate that HMX-1 inquired about whether the event might violate the provision.	Kayıtlar, HMX-1'in, organizasyonun bu şartı ihlal edip etmediğini soruşturduğunu gösteriyor.
"One question we asked was if it was a violation of the Hatch Act and were informed it was not," the commander wrote.	Komutan, "Sorduğumuz bir soru Hatch Kanunu'nu ihlal edip etmediğiydi ve bize etmediği bildirildi." şeklinde yazdı.
"Sounds like you are locked," the Deputy Commandant replied.	"Öyle görünüyor ki kitlendiniz." diye cevapladı Komutan Vekili.
The "Made in America" event was designated an official event by the White House, and would not have been covered by the Hatch Act.	"Made in America" organizasyonu Beyaz Saray tarafından resmi bir organizasyon olarak belirlenmiş ve Hatch Kanunu'nun kapsamına girmiyor.
But even official events have political overtones.	Fakat resmi organizasyonların dahi siyasi imaları oluyor.
At the event, the President made a push for healthcare reform efforts then underway in the Senate and touted efforts to rein in government regulations.	Organizasyonda başkan, o zaman senatoda devam eden sağlık hizmetleri reformu çabalarına değindi ve hükümet düzenlemelerini dizginleme çabalarını övdü.
Using the aircraft known as Marine One or Air Force One for politically advantageous purposes is hardly a new phenomenon.	Marine One ya da Air Force One olarak bilinen hava taşıtlarını siyasi olarak avantajlı amaçlar için kullanmak pek de yeni bir olay sayılmaz.
Presidents are required to use them for travel.	Başkanların bunları seyahat etmek için kullanması gerekiyor.
But requisitioning their use solely for a photo-op is unusual.	Fakat bunların sadece bir fotoğraf çekilme fırsatı için kullanılmasının resmi olarak istenmesi olağandışı.
Trump drew scrutiny in February when the presidential airplane taxied to the backdrop of his first campaign rally in Melbourne, Fla., and his Twitter account is flush with messages complaining about his predecessor's use of the presidential aircraft.	Trump, şubat ayında başkanlık uçağı Melbourne Florida'da ilk kampanya mitinginin sahne arkasına ilerlediğinde ve Twitter hesabının selefinin başkanlık uçağının kullanımıyla ilgili mesajlarla dolu olduğu göz önüne alındığında dikkat çekmişti.
"The White House is thrilled with the 'Made In America' showcase that featured products from all 50 states that are made by American workers with American materials," said White House deputy press secretary Lindsay Walters.	Beyaz Saray basın sözcüsü yardımcısı Lindsay Walters şöyle söyledi: "Beyaz Saray, 50 eyaletin tümünden Amerikalı işçiler tarafından Amerikan malzemeleriyle yapılan ürünlerin olduğu 'Made in America' sergisinden heyecan duyuyor."
HMX-1 crews frequently perform training flights around the Washington area and at the South Lawn to practice depositing the President of the United States at the White House with inches of precision.	HMX-1 mürettebatı sıklıkla Washington bölgesinde eğitim uçuşları yapıyor ve güney çiminde ABD Başkanı'nı Beyaz Saray'a nokta atışıyla bırakmak için tatbikat yapıyor.
When Trump was at the G-20 summit in Germany in early July, HMX-1 conducted 58 practice landings at the White House.	Trump Temmuz başında G-20 zirvesi için Almanya'dayken HMX-1 Beyaz Saray'da 58 tatbikat inişi gerçekleştirdi.
The flight for the Made in America event counted toward the aircrew's training requirement for the month, an official said.	Bir yetkili; Made in America organizasyonu için olan uçuşun, hava mürettebatının o ay içerisindeki eğitim ihtiyacına sayıldığını söyledi.
Unit helicopters also flew an additional 11 hours that day for "non-presidential support missions."	Birim helikopterleri o gün "başkanlıkla ilgisi olmayan destek görevleri" için ek 11 saat uçtu.
The White House said taxpayers did not pick up the burden for any of the other props featured at the event.	Beyaz Saray, vergi mükelleflerinin organizasyonda yer alan diğer herhangi bir numara için yük almadıklarını söyledi.
A spokesperson for Sikorsky said the company was not involved in arranging for the helicopter to be displayed on the South Lawn.	Sikorksky'den bir sözcü, helikopterin güney çimlerinde sergilenmesinin ayarlanmasına firmalarının katılmadığını söyledi.
HMX-1 doesn't maintain budgetary records for presidential flights, and determining the precise cost incurred by the event is difficult.	HMX-1, başkanlık uçuşları için bütçe kayıtları tutmuyor ve organizasyon tarafından uğratılan kesin giderin tespit edilmesi zor.
But according to Department of Defense hourly rates for fiscal year 2017, the DoD reimbursement rate for the VH-3D is $24,380 per flight hour.	Fakat Savunma Bakanlığı'nın 2017 mali yılı için saatlik oranlarına göre, Savunma Bakanlığı'nın VH-3D'yi karşılama oranı uçuş saati başına 24.340 $.
Unit records record the aircraft flight time as 30 minutes each way from its home base at Marine Corps Air Facility Quantico in Virginia.	Birim kayıtları, hava taşıtının uçuş süresini Marine Corps Air Facility Quantico Virginia'daki merkez üssünden her iki tarafa doğru 30 dakika olarak kaydediyor.
The White House argues the true cost of operating the helicopter is well below that rate.	Beyaz Saray helikopterin gerçek işletme giderinin bu oranın çok altında olduğunu iddia ediyor.
"To place a cost to taxpayers based on the reimbursement rate estimates is highly misleading," Walters said.	Walters, "Vergi mükelleflerine, masraf karşılama oranı tahminleri baz alınarak bir gider çıkarmak çok yanıltıcıdır." dedi.
"These rate estimates include personnel, maintenance and many other sunk costs that are included in annual appropriations."	"Bu oran tahminleri personel, bakım ve yıllık giderler içerisinde yer alan batık maliyetleri kapsıyor."
According to a 2015 RAND study, DoD reimbursement rates do not include the cost of personnel, but do account for fuel, maintenance, and contracting costs.	2015'teki bir RAND araştırmasına göre Savunma Bakanlığı'nın masraf karşılama oranları personel giderlerini içermiyor fakat yakıt, bakım ve kontrat giderlerini içeriyor.
At the time, former White House press secretary Sean Spicer defended the use of the helicopter for the event.	O zamanlar, Beyaz Saray'ın eski basın sözcüsü Sean Spicer helikopterin bu organizasyon için kullanılmasını savunmuştu.
"The idea is to showcase this week things that are made in America," Spicer said.	Spicer, "Burada anafikir Amerika'da yapılan şeyleri bu hafta sergilemek." dedi.
"And I know Sikorsky and the state of Connecticut are very proud of the fact that they contribute to our national security, that there are, I assume, hundreds if not thousands of people whose job depends on that.	"Ve biliyorum ki Sikorsky ve Connecticut eyaleti ulusal güvenliğimize yaptıkları katkılardan çok gurur duyuyorlar ve zannediyorum ki binler olmasa bile yüzlerce kişinin işi buna bağlı.
And I think, like most Americans, we're all proud of the helicopter and other military equipment that so many Americans worked tirelessly to do.	Ve çoğu Amerikalı gibi birçok Amerikalı'nın yapmak için yorulmadan çalıştığı helikopter ve diğer askeri ekipmanlarla hepimizin gurur duyduğunu düşünüyorum.
So, of course, it's appropriate to highlight that."	Dolayısıyla elbette ki bunu öne çıkarmak uygundur."
It wasn't clear whether Trump interacted with the helicopter as he toured the South Lawn for the event, but he did step into the driver's seat of a fire truck.	Trump'ın organizasyon için güney çimlerini dolaşırken helikopterle etkileşime girip girmediği net değil fakat bir itfaiye kamyonunun sürücü koltuğuna adım attı.
Inside the White House, Trump addressed Sikorsky representatives, joking with the media about his own fleet of company products.	Beyaz Saray'ın içinde Trump, medya ile kendi filosundaki firma ürünleri hakkında şakalaşarak Sikorsky temsilcilerine seslendi.
"I know Sikorsky very well," the President said, "I have three of them."	Başkan "Sikorsky'yi çok iyi biliyorum." dedi, "Onlardan bende 3 tane var."
President Erdoğan’s goal joy	Cumhurbaşkanı Erdoğan'ın gol sevinci
President Recep Tayyip Erdoğan watched Fenerbahçe’s return match with Austria’s Sturm Graz in the third pre-selection tour of the UEFA European League.	Cumhurbaşkanı Recep Tayyip Erdoğan, Fenerbahçe'nin UEFA Avrupa Ligi 3. ön eleme turunda Avusturya'nın Sturm Graz takımıyla oynadığı rövanş maçını izledi.
Fenerbahçe went ahead 1-0 in the 32nd minute with Dirar’s headed shot.	Fenerbahçe karşılaşmanın 32. dakikasında Dirar'ın kafa vuruşuyla 1-0 öne geçti.
Watching the match with great interest, President Erdoğan experienced great joy in the leading score.	Karşılaşmayı büyük bir ilgiyle takip eden Cumhurbaşkanı Erdoğan, Fenerbahçe'nin üstünlük golünde büyük bir sevinç yaşadı.
Narcos season 3 trailer: With Pablo Escobar gone, the Cali Cartel take centre stage in Netflix's hit series	Narcon 3. sezon fragmanı: Netflix'in hit dizisinde Pablo Escobar'ın gidişiyle Cali Karteli ön plana çıkıyor
