28-Year-Old Chef Found Dead at San Francisco Mall	28 gadus vecs pavārs atrasts miris Sanfrancisko lielveikalā
An expert evaluation must be carried out within two months and the owner of the apartment under repair must improve the situation within six months.	Vēl divu mēnešu laikā esot jāveic ekspertīze un sešu mēnešu laikā dzīvokļa īpašniekam, kurš veic remontdarbus, visi šie defekti esot jānovērš.
The external expert has developed his opinion, but the Construction Board considers it to be incomplete and superficial.	Neatkarīgais eksperts savu atzinumu ir izstrādājis, bet būvvalde to uzskata par nepilnīgu un virspusēju.
The expert has not indicated, whether the metal grid that is integrated in the bearing structure has been affected, therefore it is not certain whether the owner of the apartment below is really in danger.	Eksperts nav norādījis, vai ir skarts šajā nesošajā konstrukcijā esošais metāla režģojums, līdz ar to nav pārliecības, ka apakšējā dzīvokļa īpašniekam tiek radīts apdraudējums.
"For that reason we have requested additional explanation from the expert," the Riga City Council Construction Board representative Ilze Zuka tells.	"Tāpēc mēs esam pieprasījuši papildu skaidrojumu no šī eksperta", stāsta Rīgas pilsētas būvvaldes pārstāve Ilze Žūka.
Regardless of the prohibition on any repair works in the upper apartment, one can still hear that the construction goes on.	Neskatoties uz aizliegumu veikt jebkādus remontdarbus augšējā dzīvoklī, no turienes aizvien dzirdams, ka celtniecība turpinās.
Unwarranted construction without a construction permit can be fined with a penalty from 70 to 700 euro, but in this particular case the penalty might be more severe.	Sods par patvaļīgu būvniecību bez būvatļaujas ir no 70 līdz 700 eiro, bet konkrētajā gadījumā sods var būt krietni bargāks.
While the expert is preparing his opinion, the Construction Board has made a decision that both apartments cannot be used: both the one where the construction works take place and Dmitrijs'.	Kamēr tiek gaidīts eksperta atzinums, būvvalde pieņēmusi lēmumu, ka abus dzīvokļus nedrīkst ekspluatēt - gan to kurā notiek būvdarbi, gan Dmitrija dzīvokli.
"This is an unprecedented case in the Construction Board's practice, when in such a way due to ignorance or simply unwillingness the residents probably have posed a threat not only to their property, but also to the owner living beneath and therefore this owner cannot use his property," the representative of the Construction Board tells.	"Šis ir būvvaldes praksē nebijis gadījums, kad šādā veidā savas nezināšanas vai vienkārši nevēlēšanās dēļ iedzīvotāji, iespējams, radījuši apdraudējumu ne tikai savā īpašumā, bet arī apakšējā īpašuma īpašniekam, kā rezultātā šis īpašnieks nevar ekspluatēt savu īpašumu", stāsta būvvaldes pārstāve.
Now Dmitrijs has to look for another place to live: with his relatives, friends, a hotel or to rent another apartment.	Tagad Dmitrijam atliek meklēt citu vietu, kur dzīvot - pie radiem, draugiem, viesnīcā vai arī īrēt citu dzīvokli.
Or, Dmitrijs can try to recover the losses from the neighbor in civil proceedings, which may take a lot of time.	Bet radušos zaudējumus Dmitrijs var censties piedzīt no kaimiņa civiltiesiskā kārtā, kas gan var aizņemt ļoti daudz laika.
Due to unwarranted construction it is prohibited now to enter both apartments until a construction engineer provides his opinion, which could last up to three weeks.	Patvaļīgās būvniecības dēļ abos dzīvokļos uzturēties šobrīd ir aizliegts, līdz būvinženieris dos savu slēdzienu, un to var nākties gaidīt pat trīs nedēļas.
The owner of the flat under repair will be liable to reimburse for the losses.	Radušies zaudējumi būs jāsedz tā dzīvokļa īpašniekam, kurā notikuši remontdarbi.
The owner is also facing up to six months in prison, because he has not taken into account the warning of the Construction Board.	Šī dzīvokļa īpašniekam tādēļ, ka būvvaldes teikto nav ņēmis vērā, draud arī cietumsods uz laiku līdz sešiem mēnešiem.
Guess what!	Uzmini nu!
How many lion cubs are in this picture?	Cik lauvēnu šajā bildē?
Five is the correct answer.	Pareizā atbilde - pieci.
In Demidov Zoo, near Kyiv, Ukraine, a lioness has given birth to five white cubs.	Ukrainā Demidovas zoodārzā netālu no Kijevas piedzimuši pieci balti lauvēni.
They feel fine and sometimes hiss at the zoo workers, regardless of the fact that they are feeding them.	Visi jūtas labi un dažreiz uzšņāc kopējam, neskatoties uz to, ka kopējs mazuļus baro.
Transformation of former Kemeri spa resort into five star hotel will cost 22 million euros.	Bijušās Ķemeru sanatorijas pārveide par pieczvaigžņu viesnīcu izmaksās 22 miljonus eiro.
A transformation of the former Kemeri spa resort into a five star festival "Park Hotel Kemeri" will cost 22 million euros, the manager of the prospective hotel and representative of limited-liability company Park Hotel Kemeri, Gita Zelve, told LETA.	Bijušās Ķemeru sanatorijas pārveide par pieczvaigžņu viesnīcu "Park Hotel Ķemeri" izmaksās 22 miljonus eiro, aģentūrai LETA stāsta topošās viesnīcas pārvaldītājas SIA "Park Hotel Ķemeri" pārstāve Gita Želve.
The development of a hotel is the first stage of the former resort's reconstruction project in Kemeri.	Viesnīcas izveide ir pirmais Ķemeru bijušās sanatorijas atjaunošanas posms.
The second stage will involve wellness clinics, intended to be opened in 2022, while opening of the hotel is scheduled for 2018.	Otrais posms būs "wellness" jeb labsajūtas klīnika, ko plānots atklāt 2022.gadā, kamēr viesnīcas atklāšana paredzēta 2018.gada maijā.
Zelve notes that accurate expenses for developing the clinic are not known yet.	Želve atzīmē, ka precīzas klīnikas izmaksas patlaban vēl nav zināmas.
But she points out that it will be located in the building of the former Kemeri resort health center whose floor area is about 12,000 square meters .	Taču viņa norāda, ka tā atradīsies bijušās Ķemeru kūrorta poliklīnikas ēkā, kuras platība ir aptuveni 12 000 kvadrātmetru.
The clinic will be situated on three floors.	Klīnika būs izvietota trīs stāvos.
Park Hotel Kemeri and the clinic project is owned by the international foundation G Capital Europe, which invests in European assets.	"Park Hotel Ķemeri" un iecerētās klīnikas īpašnieks ir starptautiskais fonds "G Capital Europe", kas investē Eiropas aktīvos.
G Capital Europe belongs to several investors who invest their money in this foundation, Zelve indicates.	"G Capital Europe" īpašnieki ir vairāki investori, kuri iegulda naudu šajā fondā, norāda Želve.
According to George Jones, Executive Director of "G Capital Europe", it is planned to invest 12 to 15 million euros in setting up the health center in the former resort, with the total investment exceeding 30 million euros.	Kā iepriekš teica "G Capital Europe" izpilddirektors Džordžs Džouns, bijušās kūrorta poliklīnikas izveidē plānots ieguldīt 12 līdz 15 miljonus eiro, kopumā investīciju apjomam pārsniedzot 30 miljonus eiro.
As reported, the Jurmala City Council plans to attract 14.5 million euros with three to four million euros co-funding for the recovery of more than 42 hectares of historic park area, reconstruction of access roads and street sections, construction of an interactive nature tourism object, landscaping and amenities, as well as construction of car parking lots in Emils Darzins Street which altogether will promote the socioeconomic development of Jurmala and increase the number of tourists.	Jau vēstīts, ka kultūrvēsturiskā parka atjaunošanā vairāk nekā 42 hektāru platībā, pievedceļu un ielas posmu atjaunošanā, interaktīva dabas tūrisma objekta izbūvē, teritorijas labiekārtošanā un autostāvvietu izbūvē Emīla Dārziņa ielā, kas veicinās Jūrmalas pilsētas sociālekonomisko attīstību un tūristu skaita pieaugumu, Jūrmalas dome plāno piesaistīt no Eiropas Savienības fondu līdzekļiem 14,5 miljonus eiro, līdzfinansējot ar trīs līdz četriem miljoniem eiro.
The designing phase is intended to take place until mid-2017, while construction and area development works are to start next autumn.	Līdz 2017.gada vidum paredzēti projektēšanas darbi, bet būvdarbi un sakārtošanas darbi sāksies nākamā gada rudenī.
As reported, it is planned to develop a five-star hotel Park Hotel Kemeri and wellness clinics at the historical health resort complex Kemeri.	Kā ziņots, vēsturiskajā sanatorijas kompleksā "Ķemeri" plānots veidot pieczvaigžņu viesnīcu "Park Hotel Ķemeri" un "wellness" jeb labsajūtas klīniku.
Nevertheless, the reconstruction kept being postponed.	Tomēr rekonstrukcija ieilga.
It was stated in the annual report of 2010 that Ominasis maintained regular communication with the hotel group Kempinski, which continues providing routine technical supervision at the Kemeri resort and that in 2011 the "reconstruction of the new hotel Kemeri would be finished", immediately followed by preparations for opening the Kempinski's chain hotel.	Savukārt 2010.gada pārskatā vēl tika apgalvots, ka "Ominasis" regulāri komunicējot ar viesnīcu operatoru "Kempinski", kas turpina nodrošināt ikdienas tehnisko kontroli sanatorijā "Ķemeri"", un jau 2011.gadā noteikti tikšot "pabeigta topošās viesnīcas "Ķemeri" rekonstrukcija" un nekavējoties sākšoties sagatavošanas darbi "Kempinski" ķēdes viesnīcas atvēršanai.
In October 2014, Park Hotel Kemeri expressed willingness to purchase a group of properties of the Kemeri health resort, owned by the insolvent Omnasis Latvia, in auction, but one month later the auction was declared invalid, because the winner did not pay for the purchase at the agreed time.	2014.gada oktobrī savu gatavību iegādāties maksātnespējīgajai "Ominasis Latvia" piederošo Ķemeru sanatorijas mantas kopumu izsolē apliecināja "Park Hotel Ķemeri", taču mēnesi vēlāk izsole tika atzīta par nenotikušu, jo uzvarētājs nebija noteiktajā laikā samaksājis par pirkumu.
The price was determined according to the initial price of the invalid auction, at 2.86 million euros.	Pārdošanas cena tika noteikta atbilstoši pēdējās nenotikušās izsoles sākumcenai - 2,86 miljoni eiro.
As LETA was informed by a City Council representative Ieva Aile, the municipality has confirmed by signing a protocol that it is going to improve the adjacent infrastructure: restore the historic Kemeri park, create an interactive nature tourism object, repair roads and car parking lots, with co-financing from the European Union structural funds.	Kā aģentūru LETA informēja pilsētas domes pārstāve Ieva Aile, pašvaldība, parakstot protokolu, apliecinājusi, ka ar Eiropas Savienības struktūrfondu līdzfinansējuma atbalstu sakārtos pieguļošo infrastruktūru - atjaunos vēsturisko Ķemeru parku, izveidos interaktīvu dabas tūrisma objektu, sakārtos ceļus un autostāvvietas.
President to decorate opera singer Antonenko with Order of Three Stars.	Prezidents operdziedātājam Antoņenko pasniegs Triju Zvaigžņu ordeni.
The State President, Raimonds Vejonis, will present the Order of Three Stars, Third Class, to opera singer Aleksandrs Antonenko, President's agenda reveals.	Valsts prezidents Raimonds Vējonis nākamnedēļ, 16.augustā, pasniegs Triju Zvaigžņu ordeņa III šķiru operdziedātājam Aleksandram Antoņenko, liecina prezidenta darba kārtība.
The awarding ceremony of the Order of Three Stars will take place at the House of the Blackheads at1 PM.	Triju Zvaigžņu ordeņa pasniegšanas ceremonija notiks Melngalvju namā plkst.13.
According to the information received from the Latvian National Opera and Ballet, Antonenko graduated from the Jazeps Medins Music College in 1998 where he learned to play wind-instruments and vocals taught by Margarita Gruzdeva.	Kā liecina Latvijas Nacionālās operas un baleta (LNOB) sniegtā informācija, Antoņenko 1998.gadā absolvējis Jāzepa Mediņa Mūzikas koledžu, kur mācījies pūšaminstrumentu spēli un apguvis dziedāšanu pie Margaritas Gruzdevas.
