Munich 1856: Four maps that will change your view of the city	München 1856: Vier Karten, die Ihren Blick auf die Stadt verändern
Absolutely unfair, says author and historian Michael Hesemann, who together with Ratzinger compiled the commemorative volume "My Brother, the Pope" (translated into 12 languages).	Völlig zu Unrecht, meint Autor und Historiker Michael Hesemann, der mit Ratzinger den Erinnerungsband "Mein Bruder der Papst" verfasste (in 12 Sprachen übersetzt).
"I have to come to the defence of Georg Ratzinger," says Hesemann, for in his assessment, the result of the final report "has nothing to do with him".	"Ich muss Georg Ratzinger in Schutz nehmen", sagt Hesemann, "denn all das hatte nichts mit ihm zu tun", wertet er die Ergebnisse des Abschlussberichtes.
What exactly is in the 440-page report that lawyer Ulrich Weber, commissioned by the Diocese of Regensburg, has produced?	Was genau steht in dem 440-seitigen Bericht, den der vom Bistum Regensburg mit der Aufklärung beauftragte Rechtsanwalt Ulrich Weber vorgelegt hat?
In total, 547 members of the Regensburger Domspatzen were "highly likely" the victims of assaults between 1945 and the early 1990s, and 67 Domspatzen were sexually abused.	Insgesamt 547 Regensburger Domspatzen wurden zwischen 1945 und Anfang der 1990er Jahre "mit hoher Plausibilität" Opfer von Übergriffen, 67 Domspatzen sexuell missbraucht.
The final report said of Georg Ratzinger, who was working in Regensburg from 1964 to 1994, that "in summary, it can be determined that forms of corporal and physical violence were used by the cathedral's Master of Music R. in many cases".	Im Abschlussbericht heißt es zu Georg Ratzinger, der von 1964 bis 1994 in Regensburg tätig war: "Zusammenfassend lässt sich also festhalten, dass von Domkapellmeister R. in vielen Fällen Formen körperlicher und psychischer Gewalt angewandt wurden.
When he was highly emotional, in particular, the punishment for the students could be a lot more severe.	Gerade bei hoher Emotionalität konnte die Bestrafung für die Schüler dabei auch heftiger ausfallen.
Despite this, it is apparent that, in contrast to numerous others of the accused, many victims treasured the general humaneness of R. and therefore, in numerous cases, even associate him with positive memories, despite the violence."	Trotzdem fällt im Gegensatz zu zahlreichen anderen Beschuldigten auf, dass viele Opfer die allgemeine Menschlichkeit von R. schätzten und deshalb in zahlreichen Fällen trotz Gewalt sogar positive Erinnerungen mit ihm verbinden".
Hesemann explains in the interview why, in his opinion, the final report on the abuse scandal at the Regensburger Domspatzen exonerates Georg Ratzinger.	Im Interview erklärt Hesemann, wieso der Abschlussbericht zum Missbrauchsskandal bei den Regensburger Domspatzen Georg Ratzinger seiner Meinung nach entlastet.
For Mr Hesemann, the 440-page report on the "incidents of the use of violence against wards at the Regensburger Domspatzen" paints a contradictory picture of the cathedral's Master of Music, Georg Ratzinger.	Herr Hesemann, der 440-Seiten-Bericht über die "Vorfälle von Gewaltausübung an Schutzbefohlenen bei den Regensburger Domspatzen" gibt ein widersprüchliches Bild von Domkapellmeister Georg Ratzinger.
On the one hand, many students stress his "humaneness".	Zum einen heben viele Schüler seine "Menschlichkeit" hervor.
On the other hand, he also comes across as a choleric type and perfectionist, who would often turn to violence if one of the Domspatzen didn't give a top musical performance.	Zum anderen erscheint er auch als Choleriker und Perfektionist, der des Öfteren handgreiflich wurde, wenn ein Domspatz musikalisch keine Top-Leistung brachte.
How do you judge this final report as his biography?	Wie werten Sie als sein Biograph diesen Abschlussbericht?
Michael Hesemann: If one makes the effort and reads the entire 440-page-long report from start to finish, one actually has to ask what the name of Georg Ratzinger is doing in there at all.	Michael Hesemann: Wenn man sich die Mühe macht und den ganzen 440 Seiten langen Bericht von vorne bis hinten liest, muss man sich doch eher fragen, weshalb der Name Georg Ratzinger überhaupt darin vorkommt.
Eight pages are devoted to him, all in one go, and he is clearly exculpated from every suspicion of complicity or connivance in the terrible cases of sexual abuse.	Ihm sind gerade einmal acht Seiten gewidmet und er wird deutlich von jedem Verdacht der Mittäter- oder Mitwisserschaft bei den schrecklichen Fällen sexuellen Missbrauchs freigesprochen.
The extreme acts of violence at the pre-school also occurred outside his sphere of activity.	Auch die Gewaltexzesse an der Vorschule ereigneten sich außerhalb seiner Wirkungssphäre.
At best, one can accuse him of having found out too late or not having taken the first indications seriously enough.	Man kann ihm allenfalls vorwerfen, davon zu spät erfahren oder erste Andeutungen nicht ernst genug genommen zu haben.
The Domspatzen secondary school, where he was active, was perceived by practically all of those asked as – to quote – "salvation", "heaven" and a "better world".	Das Domspatzengymnasium, auf dem er wirkte, wurde von praktisch allen Befragten als - so wörtlich - "Erlösung", "Himmel" und "bessere Welt" empfunden.
So, the vast majority of his students gave Georg Ratzinger a quite glowing testimonial, describing him as "warm-hearted", "beloved", "sincere", "competent" and "understanding", as an extremely good-natured teacher who regularly provide the boys with cakes, biscuits and sweets and was "always mobbed by clusters of children".	So stellt auch die breite Mehrheit seiner Schüler Georg Ratzinger ein ganz exzellentes Zeugnis aus, beschreibt ihn als "warmherzig", "beliebt", "aufrichtig", "kompetent" und "verständnisvoll", als äußerst gutmütigen Lehrer, der die Jungs regelmäßig mit Kuchen, Keksen und Bonbons versorgte und "immer von Trauben von Kindern umlagert" war.
Only a minority complained about his perfectionism and his high emotionality, which from time to time also led to outbursts of anger.	Lediglich eine Minderheit beschwert sich über seinen Perfektionismus und seine hohe Emotionalität, die auch schon mal zu Wutausbrüchen führte.
The fact that during the course of this he not only banged chairs and threw his bunch of keys to the floor, but even handed out slaps around the face and pulled on the hair or ears of all-too-impudent boys is something that he himself already admitted years ago, that he deeply regrets and apologises for.	Dass er dabei nicht nur mit Stühlen knallte und den Schlüsselbund auf den Boden warf, sondern auch Ohrfeigen verteilte und allzu freche Jungs an den Haaren oder Ohren zog, hat er selbst bereits vor Jahren zugegeben, zutiefst bedauert und sich dafür entschuldigt.
In his defence, however, it must also be said that such methods of education in that questionable period between the 1960s and 1970s were wide-spread amongst parents as well as teachers.	Zu seiner Ehrenrettung muss allerdings gesagt werden, dass solche Erziehungsmethoden in der fraglichen Zeit, den 1960er und 1970er Jahren, weit verbreitet waren, bei Eltern wie bei Lehrern.
Do you remember such castigation methods?	Kennen Sie auch noch solche Züchtigungs-Methoden?
I'm thinking of those of us who were born before 1968, of course.	Natürlich, ich denke jeder von uns, der vor 1968 geboren wurde.
I too experienced that, in a secular school, too, a state Gymnasium.	Auch ich habe das noch in einer weltlichen Schule, einem staatlichen Gymnasium, erlebt.
Compared to what this report is actually about, namely, appalling sexual abuse and acts of extreme violence at preschool, these are of course mere trifles.	Verglichen mit dem, worum es eigentlich in diesem Bericht geht, nämlich dem entsetzlichen sexuellen Missbrauch und den Gewaltexzessen auf der Vorschule, sind das freilich Bagatellen.
So one cannot help but ask whether the fact that lots of media are bearing down on him in particular does not have more to do with his fame and his role as the brother of Benedikt XVI.	Da fragt man sich schon, ob es nicht eher mit seiner Bekanntheit und seiner Rolle als Bruder von Benedikt XVI. zu tun hat, dass sich viele Medien gerade auf ihn stürzten.
Indeed, lots of people are still slaving away assiduously on the Bavarian Pope who have never understood him.	Am bayerischen Papst arbeiten sich ja viele, die ihn nie verstanden haben, noch immer eifrig ab.
But the truth is: the report exonerates Georg Ratzinger in every way!	Die Wahrheit aber ist: Der Bericht entlastet Georg Ratzinger in jeder Hinsicht!
In the media, there was a lot reported on the subject of abuse at the Regensburger Domspatzen in connection with the report.	In den Medien wurde im Zusammenhang mit dem Bericht sehr viel über das Thema Missbrauch bei den Regensburger Domspatzen berichtet.
Is Georg Ratzinger also being accused in the final report of some kind of involvement or complicity in respect of sexual abuse?	Wird Georg Ratzinger im Abschlussbericht auch irgendeine Verwicklung oder Mitwisserschaft im Hinblick auf sexuellen Missbrauch zur Last gelegt?
Michael Hesemann: Quite clearly not.	Michael Hesemann: Ganz deutlich nein.
Not a single one of the 67 victims of sexual assaults claims to have confided in the cathedral's Master of Music.	Kein einziges der 67 Opfer sexueller Übergriffe behauptet, sich dem Domkapellmeister anvertraut zu haben.
Not once were the parents brought in the loop.	Nicht einmal die Eltern waren eingeweiht.
"I never dared talk about it with my father or my mother," said one of those affected, as a representative for the others, "It was always very embarrassing for me".	"Ich habe mich nie getraut, mit meinem Vater oder meiner Mutter darüber zu sprechen", sagte ein Betroffener stellvertretend für die anderen aus, "Es war mir ja alles sehr peinlich".
But the real problem when it comes to throwing light on sexual abuse was and is that the majority of victims stay silent out of shame.	Das wahre Problem bei der Aufklärung von sexuellem Missbrauch war und ist doch, dass die meisten Opfer aus Scham schweigen.
If they don't even confide in parents and siblings, then they for sure are not going to to a choir leader, who after all had been a professional colleague, as it were, of the perpetrators.	Wenn sie sich nicht einmal Eltern und Geschwistern anvertrauten, dann ganz bestimmt nicht einem Chorleiter, der doch beruflich gewissermaßen ein Kollege der Täter gewesen wäre.
How do the Domspatzen schoolboys judge Ratzinger's role in respect of the cases of abuse?	Wie bewerten denn die Domspatzen-Schüler Ratzingers Rolle im Hinblick auf die Missbrauchsfälle?
Michael Hesemann: One pupil asked put it this way: "Regarding sexual abuse... I see... no case where he of all people (Georg Ratzinger) had had early enough knowledge and could have stopped the perpetrators in question.	Michael Hesemann: Ein befragter Schüler formulierte es so: "Bezüglich sexuellen Missbrauchs ... sehe ich ... keinen Fall, in dem ausgerechnet er (Georg Ratzinger) rechtzeitige Erkenntnisse gehabt hätte und den jeweiligen Täter hätte aufhalten können.
I also think... it is quite absurd to assume that... boys opened up more emphatically or clearly or even sooner to him, of all people, than to their parents, the heads of their boarding houses, mentors etc.	Ich halte es ... auch für wirklich absurd, anzunehmen, dass sich ausgerechnet ihm ... Buben eindringlicher bzw. klarer oder auch eher eröffnet haben, als gegenüber ihren Eltern, Internatsleitern, Vertrauenslehrern etc.
